etp_id,desc,citation,editor,type,location,from,to,text,notes,bibliography
ETP 399,olpetta,PC 31,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-400,-300,acev,,"Modesti, Bailo (1984), n.12 (perpines); Cristofani (1985), n.64"
ETP 400,small bowl,PC 32,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-400,-350,telpines,"The /t/ crosses horizontally, and the /l/ is a mess.","Modesti, Bailo (1984), n.12 (<i>perpines</i>); Cristofani (1985), n.64"
ETP 401,small bowl,PC 33-34,Giovanni Colonna,Funerary Texts,Campania (Pontecagnano),-325,-300,eitma peiclnas,Two small bowls with stone heels. The inscription was written on the outside in a circle below the stone. The /t/ and /l/ were laid down backwards.,"Colonna (1984), n.18-19 (<i>leicunas</i>); Modesti, Bailo (1984), n.7; <i>Firenze 1985</i>, p.131, 5.11; Cristofani, 1985, n.58"
ETP 402,cup (bucchero),FS 1,Giovanni Colonna,Funerary Texts,Fratte di Salerno,-325,-300,tris θafna k[---]χes,The inscription was written on the outside of the vessel.,"Colonna (1990), <i>Fratte</i>, pp.238, n.2 and pp.301-303, n.1 Tav.V, 7; VI, 6"
ETP 403,bowl (bucchero),FS 2,Giovanni Colonna,Funerary Texts,Fratte di Salerno,-325,-300,peiθrasia naclai caisiie nunies,"Bowl with a receding lip from the same tomb as FS 1 (Colonna). The inscription was written on the outside around the base, upside down.","Colonna (1990), <i>Fratte</i>, pp.238, n.3 and pp.303 s., n.2 Tav.V, 4; VIII, 1, 3"
ETP 404,oenochoe (bucchero),FS 3,Giovanni Colonna,Funerary Texts,Fratte di Salerno,-325,-300,θθθθIII,The inscription was written dextroverse on the body of the vessel below the attachment of the handle. It is probably a numeric sum or code.,"Colonna (1990), <i>Fratte</i>, pp.304, n.6"
ETP 405,lekythos (bucchero),FS 4,Giovanni Colonna,Funerary Texts,Fratte di Salerno,-500,-500,stl[ac]ie uφaliies mi,The inscription was written around the body of the vessel.,"Colonna (1974), n.7; Agostiniani (1982), p.66, n.79 (<i>ufaliies</i>); <i>Firenze 1985</i>, p.131, 5.8; Cristofani (1985), n.49"
ETP 407,kylix,FS 5,Giovanni Colonna,Funerary Texts,Fratte di Salerno,-500,-475,naie,The inscription was written on the inside of the vessel.,"Colonna (1974), n.10; Cristofani (1985), n.51; <i>Fratte 1990</i>, p.236, n.1"
ETP 408,kylix,FS 6,Giovanni Colonna,Funerary Texts,Fratte di Salerno,-500,-475,cuvsinu,The inscription was written on the inside of the vessel.,"Colonna (1974), n.9; Cristofani (1985), n.50"
ETP 409,small cup,FS 7,Giovanni Colonna,Funerary Texts,Fratte di Salerno,-500,-475,śpu[---],The inscription was written on the inside of the vessel.,"Colonna (1974), n.8"
ETP 410,small cup,FS 8,Giovanni Colonna,Funerary Texts,Fratte di Salerno,-500,-475,ati,The inscription was written on the inside of the vessel.,"Colonna, <i>Fratte 1990</i>, p.305, n.7, Tav.VI, 8"
ETP 411,small cup (bucchero),FS 9,Giovanni Colonna,Funerary Texts,Fratte di Salerno,-500,-475,ra[---],The inscription was written on the inside of the vessel. Another possible reading of the graffiti is <b>ar</b>.,"Colonna, <i>Fratte 1990</i>, pp.262, n.12 and 304, n.8"
ETP 412,skyphos,FS 10,Giovanni Colonna,Funerary Texts,Fratte di Salerno,-450,-425,θenuta,,"Colonna, <i>Fratte 1990</i>, p.262, n.12 and 304, n.3. Tav.VI, 7"
ETP 413,kylix,FS 11,Giovanni Colonna,Funerary Texts,Fratte di Salerno,-425,-400,śt[---],,"Colonna, <i>Fratte 1990</i>, p.272, n.2 and 305, n.8"
ETP 414,cup (bucchero),VE 1,Giovanni Colonna,Funerary Texts,Vico Equense,-550,-525,acvezθi,,"Colonna (1974), n.6; <i>Firenze 1985</i>, p.131, 5, 7; Pandolfini - Prosdocimi (1990) p.44, Tav. II, 9"
ETP 415,amphora,VE 2,Giovanni Colonna,Funerary Texts,Vico Equense,-500,-400,pape savfi,,"W. Corssen, in <i>Ephemeris epigraphica</i> III (1985), p.182, n.66; J. Zvetaieff, <i>Sylloge inscriptionum Oscarum</i>, Petropoli (1878), p.72, n.133, tav.XVIII, 1; R. S. Conway, <i>The Italic Dialects</i> I, Cambridge (1897), p.53, n.38; Weege, n.67; Vetter, n.133; C. Albore Livadie, in <i>Il commercio etrusco arcaico</i>, Rome (1985), p.140, XII: 9."
ETP 416,small cup,VE 3,Giovanni Colonna,Funerary Texts,Vico Equense,-450,-400,pai,The inscription was written on the outside of the vessel. The alpha is not crossed.,"Jovino, M. Bonghi, <i>La necropoli preromana di Vico Equense</i>, Cava dei Tirreni (1982), p.74, n.60, tav.116, 5"
ETP 417,small cup (bucchero),S 1,Giovanni Colonna,Funerary Texts,Stabiae,-600,-575,θanaχvil(u)s mi,The inscription was written dextroverse on the inside of the vessel.,"Colonna (1974), n.5; Cristofani (1985), n.48"
ETP 418,plates (bucchero),S 2-3,Giovanni Colonna,Funerary Texts,Stabiae,-600,-575,muses,Two flat plates with furrowed edges. The inscription was written on the inside of the vessel.,"<i>REE</i> (1979), n.30 (M. Pandolfini); <i>REE</i> (1985), n.15 (C. Albore Livadie)"
ETP 419,small bowl (bucchero),S 4,Giovanni Colonna,Funerary Texts,Stabiae,-575,-550,sina,"The bowl has a receding edge. The inscription was written in spiraliform starting from the center of the vessel, and the letters themselves are tall and thinly etched.","<i>REE</i> (1979), n.31 (M. Pandolfini); Cristofani (1990), p.116, n.4"
ETP 420,small bowl (bucchero),S 5,Giovanni Colonna,Funerary Texts,Stabiae,-525,-550,ita patara vinumaia,"The first two letters run into an /e/, as if the scribe had started to write <b>eta</b> instead. The first /a/ also gives a false start to the /p/.","<i>REE</i> (1979), n.32 (M. Pandolfini: he read it as <i>hai</i> instead of <i>ita</i>); Cristofani (1990), p.116, n.5"
ETP 421,kylix,S 6,Giovanni Colonna,Funerary Texts,Stabiae,-500,-475,vesinas,,"Unpublished, courtesy of the private collection of C. Albore Livadie."
ETP 422,fragments of cup (bucchero),P 1,Giovanni Colonna,Funerary Texts,Pompei,-500,-475,mix[---],Found at the temple of Apollo. Inscription was written on the outside of the vessel.,"Colonna (1974), n.1; De Caro (1986), p.61, n.266"
ETP 423,fragments of cup (bucchero),P 1,Giovanni Colonna,Funerary Texts,Pompei,,,mix[---],Found at the temple of Apollo. Inscription was written on the outside of the vessel.,"Colonna (1974), n.1; De Caro (1986), p.61, n.266"
ETP 424,fragments of cup (bucchero),P 2,Giovanni Colonna,Funerary Texts,Pompei,,,[---]aives,Found at the temple of Apollo. Inscription was written on the outside of the vessel.,"Colonna (1974), n.2; Cristofani (1985), n.45; De Caro (1986), p.62, n.278"
ETP 425,fragments of cup (bucchero),P 3,Giovanni Colonna,Funerary Texts,Pompei,,,[---]xrzas[-?-],Found at the temple of Apollo. Inscription was written on the outside of the vessel.,"Colonna (1974), n.3; Cristofani (1985), n.47; De Caro (1986), p.65, n.351"
ETP 426,fragments of cup (bucchero),P 4,Giovanni Colonna,Funerary Texts,Pompei,,,[m]i lusces,Found at the temple of Apollo. Inscription was written on the outside of the vessel.,"Colonna (1974), n.4; Cristofani (1985), n.47; De Caro (1986), p.63, n.305. Through <i>REE</i> (1983), n.177 (G. Colonna)."
ETP 427,fragments of cup (bucchero),P 5,Giovanni Colonna,Funerary Texts,Pompei,,,mi,"Base of a cup. The /m/ in the inscription is missing the first two peaks. It could be a χ originating from the center of the cup, or it could also be a θ.","S. Steingräber, in <i>RM</i> 89 (1982), p.372 (<i>itun</i>); Cristofani (1990), p.116 (<i>itun[---]</i>). Tav.VIII, 2"
ETP 428,bowl,P 6,Giovanni Colonna,Funerary Texts,Pompei,,,aule,,"Unpublished. There is a trace of such an inscriptino in Cristofani (1990), p.116, where he mentions the same <i>au[le]</i> on a kylix in the same area of Pompei."
ETP 429,fragment of bowl,P 7,Giovanni Colonna,Funerary Texts,Pompei,-310,-290,clacurt,"The fragment is the base of a bowl, and the inscription was written on the outer side. It could possibly be a division or interpretation of <i>cla[vtie] curt[e]</i>. M. Bonghi Jovino considers the possible connection between the Oscan reading <i>glav urt</i>.","R. Arena, in <i>Ricerche a Pompei. L'insula V della Regio VI dalle origini al 79 d.C.</i> (in the care of M. Bonghi Jovino), Rome, 1984, p.70."
ETP 430,amphora,NS 1,Giovanni Colonna,Funerary Texts,Nocera Superiore,-550,-500,tat,,"C. Albore Livadie, in <i>Il commerci etrusco arcaico</i>, Rome, 1985, pp.132, 138, III: 3"
